Datum;;Ergebnis kuenstl. Lawinenausloesung;Versuche kuenstl. Lawinenausloesung;Wetter zur Zeit der Beobachtung;Windrichtung;Windverfrachtung;WG ohne Verfrachtung;WG mit Verfrachtung;Windgeschwindigkeit;Wetter vom Vortag;Temperaturverlauf der letzen 24 h;Schneetemperatur;Lufttemperatur TM;Lufttemperatur TA;Windstaerke zur Zeit d. Beobachtung;Windstaerke vergangene Nacht;Windstaerke vom Vortag Nachmittag;Windstaerke vom Vortag Vormittag;Oberflaechencharakter Schneedecke;Oberflaechenform Schneedecke;Reif;Windrichtung zur Zeit d. Beobachtung;Windrichtung vergangene Nacht;Windrichtung vom Vortag Nachmittag;Windrichtung vom Vortag Vormittag;Einsinktiefe ABS;Einsinktiefe;Europ. Lawinengefahrenskala;Tourengelaende: Art zu erwartender Lawine;Europ. Lawinengefahrenskala;Strasse: Art der zu erwartenden Lawinen;Gelaendebeschaffenheit im Anrissgebiet;Groesse u. Zahl der Lawinen;Meereshoehe des Anrissgebietes;Exposition des Anrissgebietes;Lawinenart;Schneehoehe;Neuschneehoehe;
14.03.1994;;0,000;0,000;2,000;315,00;0;2;---;2,00;1,000;4,000;-1,0;6,0;-1,0;1,000;2,000;4,000;2,000;5,000;3,000;0;315,000;315,000;180,000;315,000;96,00;0,000;2,000;5,000;2,000;5,000;4,000;5,000;9,000;9,000;4,000;96;0;
15.03.1994;;0,000;0,000;3,000;---;0;0;---;0,00;1,000;4,000;-4,0;6,0;1,0;6,000;3,000;3,000;4,000;2,000;3,000;0;180,000;180,000;270,000;315,000;96,00;0,000;3,000;5,000;2,000;5,000;5,000;3,000;8,000;9,000;2,000;96;0;
16.03.1994;;0,000;0,000;2,000;225,00;0;3;---;3,00;0,000;4,000;-1,0;5,0;-3,0;2,000;3,000;2,000;2,000;2,000;3,000;0;315,000;315,000;315,000;315,000;88,00;3,000;2,000;5,000;1,000;5,000;0,000;0,000;0,000;0,000;0,000;91;3;
17.03.1994;;0,000;0,000;2,000;180,00;0;2;---;2,00;1,000;3,000;-3,0;0,0;-5,0;2,000;3,000;2,000;2,000;2,000;3,000;0;45,000;360,000;360,000;360,000;88,00;3,000;2,000;2,000;1,000;5,000;0,000;0,000;0,000;0,000;0,000;91;0;
18.03.1994;;0,000;0,000;2,000;180,00;0;6;---;6,00;7,000;3,000;-6,0;-5,0;-10,0;2,000;2,000;3,000;3,000;9,000;1,000;0;315,000;45,000;360,000;135,000;93,00;25,000;3,000;4,000;2,000;4,000;0,000;0,000;0,000;0,000;0,000;118;25;
19.03.1994;;0,000;0,000;2,000;180,00;0;4;---;4,00;1,000;4,000;---;0,0;0,0;2,000;3,000;3,000;3,000;---;---;---;180,000;270,000;315,000;315,000;98,00;20,000;3,000;4,000;2,000;4,000;---;---;---;---;---;118;0;
20.03.1994;;0,000;0,000;71,000;180,00;0;7;---;7,00;1,000;3,000;---;4,0;-2,0;2,000;3,000;5,000;4,000;0,000;0,000;0;270,000;360,000;180,000;360,000;108,00;0,000;3,000;4,000;2,000;4,000;---;---;---;---;---;108;0;
21.03.1994;;0,000;0,000;2,000;180,00;0;6;---;6,00;2,000;2,000;-2,0;0,0;-1,0;3,000;3,000;3,000;1,000;6,000;3,000;0;225,000;135,000;315,000;315,000;100,00;5,000;2,000;7,000;2,000;4,000;0,000;0,000;0,000;0,000;0,000;105;0;
22.03.1994;;0,000;0,000;2,000;225,00;0;6;---;6,00;1,000;4,000;0,0;5,0;-2,0;1,000;2,000;2,000;3,000;9,000;1,000;0;360,000;315,000;---;135,000;99,00;10,000;3,000;7,000;2,000;4,000;5,000;3,000;8,000;9,000;2,000;109;7;
23.03.1994;;0,000;0,000;2,000;225,00;0;4;---;4,00;1,000;4,000;-1,0;8,0;0,0;3,000;3,000;2,000;2,000;4,000;3,000;0;270,000;270,000;180,000;270,000;102,00;0,000;2,000;7,000;2,000;2,000;0,000;0,000;0,000;0,000;0,000;102;0;
24.03.1994;;0,000;0,000;3,000;180,00;0;9;---;9,00;1,000;5,000;0,0;7,0;7,0;2,000;3,000;3,000;3,000;4,000;3,000;0;180,000;180,000;225,000;225,000;96,00;0,000;4,000;5,000;3,000;5,000;0,000;0,000;0,000;0,000;0,000;96;0;
25.03.1994;;0,000;0,000;1,000;180,00;0;9;---;9,00;0,000;3,000;11,0;9,0;2,0;3,000;3,000;3,000;4,000;4,000;3,000;0;270,000;270,000;135,000;135,000;94,00;0,000;3,000;5,000;2,000;5,000;0,000;0,000;0,000;0,000;0,000;94;0;
26.03.1994;;0,000;0,000;77,000;180,00;0;4;---;4,00;0,000;4,000;---;10,0;1,0;1,000;2,000;3,000;3,000;4,000;3,000;0;315,000;315,000;225,000;270,000;91,00;0,000;2,000;5,000;2,000;5,000;---;---;---;---;---;91;0;
27.03.1994;;0,000;0,000;71,000;180,00;0;4;---;4,00;7,000;3,000;---;0,0;-9,0;1,000;3,000;3,000;3,000;---;---;---;315,000;315,000;360,000;315,000;---;---;2,000;7,000;2,000;3,000;---;---;---;---;---;99;8;
28.03.1994;;0,000;0,000;0,000;180,00;0;5;---;5,00;1,000;4,000;-6,0;-2,0;-3,0;4,000;3,000;3,000;4,000;2,000;3,000;0;270,000;270,000;270,000;360,000;94,00;5,000;2,000;7,000;2,000;1,000;5,000;3,000;8,000;9,000;3,000;99;0;
29.03.1994;;0,000;0,000;73,000;225,00;0;4;---;4,00;0,000;4,000;0,0;6,0;0,0;2,000;3,000;2,000;3,000;2,000;3,000;0;45,000;90,000;225,000;225,000;91,00;5,000;2,000;7,000;2,000;1,000;0,000;0,000;0,000;0,000;0,000;96;0;
30.03.1994;;0,000;0,000;0,000;360,00;0;2;---;2,00;1,000;4,000;-7,0;5,0;0,0;1,000;2,000;3,000;3,000;5,000;3,000;0;135,000;315,000;270,000;90,000;93,00;0,000;2,000;7,000;2,000;2,000;5,000;3,000;8,000;9,000;2,000;93;0;
31.03.1994;;0,000;0,000;0,000;315,00;0;2;---;2,00;0,000;4,000;---;10,0;4,0;2,000;2,000;1,000;1,000;5,000;3,000;0;180,000;225,000;225,000;270,000;93,00;0,000;2,000;7,000;2,000;2,000;2,000;3,000;4,000;9,000;2,000;93;0;
01.04.1994;;0,000;0,000;0,000;180,00;0;2;---;2,00;0,000;4,000;---;10,0;5,0;3,000;2,000;2,000;2,000;7,000;3,000;0;225,000;225,000;225,000;225,000;93,00;0,000;2,000;7,000;2,000;2,000;0,000;0,000;0,000;0,000;0,000;93;0;
02.04.1994;;0,000;0,000;73,000;180,00;0;2;---;2,00;3,000;3,000;---;8,0;-7,0;1,000;6,000;4,000;3,000;9,000;1,000;0;360,000;180,000;180,000;180,000;86,00;25,000;3,000;4,000;2,000;1,000;0,000;0,000;0,000;0,000;0,000;111;25;
03.04.1994;;0,000;0,000;0,000;180,00;0;2;---;2,00;1,000;3,000;---;-6,0;-9,0;2,000;2,000;2,000;1,000;9,000;1,000;0;225,000;270,000;270,000;360,000;86,00;40,000;4,000;4,000;3,000;5,000;4,000;2,000;2,000;4,000;7,000;126;15;
04.04.1994;;0,000;0,000;0,000;180,00;0;1;---;1,00;1,000;3,000;---;-7,0;-9,0;1,000;1,000;1,000;1,000;9,000;1,000;0;180,000;180,000;315,000;315,000;86,00;40,000;3,000;4,000;2,000;4,000;0,000;0,000;0,000;0,000;0,000;126;0;
05.04.1994;;0,000;0,000;72,000;180,00;1;2;---;2,00;1,000;4,000;-3,0;2,0;-9,0;1,000;1,000;3,000;2,000;9,000;1,000;0;315,000;360,000;315,000;315,000;83,00;38,000;3,000;4,000;2,000;4,000;0,000;0,000;0,000;0,000;0,000;121;10;
06.04.1994;;0,000;0,000;2,000;135,00;0;4;---;4,00;2,000;2,000;-10,0;-6,0;-10,0;2,000;2,000;2,000;3,000;9,000;1,000;0;135,000;180,000;135,000;180,000;101,00;20,000;2,000;7,000;2,000;4,000;2,000;1,000;2,000;4,000;3,000;121;3;
07.04.1994;;0,000;0,000;71,000;180,00;0;3;---;3,00;7,000;2,000;-9,0;-6,0;-9,0;2,000;2,000;2,000;2,000;9,000;6,000;0;315,000;---;180,000;360,000;126,00;0,000;2,000;7,000;2,000;4,000;0,000;0,000;0,000;0,000;0,000;126;5;
08.04.1994;;0,000;0,000;71,000;360,00;0;1;---;1,00;0,000;4,000;32,0;-1,0;-6,0;1,000;2,000;2,000;2,000;9,000;1,000;0;315,000;180,000;135,000;180,000;121,00;2,000;2,000;7,000;2,000;4,000;2,000;1,000;2,000;9,000;3,000;123;2;
09.04.1994;;8,000;0,000;0,000;225,00;0;1;---;1,00;7,000;3,000;---;-3,0;-5,0;3,000;3,000;2,000;3,000;---;---;---;225,000;225,000;180,000;---;---;---;2,000;7,000;2,000;4,000;---;---;---;---;---;129;6;
10.04.1994;;0,000;0,000;75,000;225,00;0;1;---;1,00;1,000;3,000;---;-1,0;-10,0;1,000;3,000;3,000;5,000;---;---;---;180,000;225,000;225,000;225,000;---;---;3,000;7,000;3,000;4,000;---;---;---;---;---;124;8;
11.04.1994;;0,000;0,000;71,000;225,00;1;1;---;1,00;8,000;4,000;-6,0;-1,0;-9,0;3,000;4,000;1,000;1,000;9,000;1,000;0;360,000;360,000;360,000;---;89,00;40,000;3,000;7,000;3,000;4,000;---;---;---;---;---;129;16;
12.04.1994;;0,000;0,000;71,000;225,00;0;3;---;3,00;7,000;4,000;-7,0;-3,0;-10,0;2,000;2,000;2,000;2,000;9,000;1,000;0;180,000;---;315,000;360,000;97,00;35,000;3,000;7,000;3,000;4,000;---;---;---;---;---;132;10;
13.04.1994;;0,000;0,000;74,000;180,00;1;3;---;3,00;8,000;2,000;-4,0;-5,0;-6,0;3,000;4,000;3,000;2,000;9,000;1,000;0;135,000;135,000;180,000;180,000;117,00;40,000;4,000;7,000;4,000;4,000;---;---;---;---;---;157;20;
14.04.1994;;0,000;0,000;1,000;180,00;1;3;---;3,00;8,000;2,000;-3,0;-2,0;-4,0;2,000;3,000;4,000;4,000;9,000;1,000;0;90,000;135,000;135,000;135,000;126,00;30,000;4,000;7,000;4,000;5,000;2,000;5,000;8,000;9,000;5,000;156;10;
15.04.1994;;0,000;---;71,000;180,00;0;2;---;2,00;0,000;2,000;---;1,0;-1,0;3,000;5,000;2,000;2,000;---;---;---;225,000;225,000;315,000;---;---;---;5,000;4,000;5,000;0,000;---;---;---;---;---;148;0;
16.04.1994;;0,000;0,000;3,000;180,00;0;2;---;2,00;1,000;2,000;-1,0;3,0;-1,0;2,000;3,000;2,000;4,000;5,000;1,000;0;180,000;225,000;180,000;225,000;148,00;0,000;4,000;5,000;3,000;5,000;8,000;5,000;8,000;9,000;4,000;148;0;
17.04.1994;;0,000;0,000;3,000;225,00;0;2;---;2,00;7,000;2,000;-1,0;3,0;0,0;2,000;3,000;3,000;6,000;5,000;1,000;0;315,000;315,000;315,000;180,000;143,00;2,000;3,000;7,000;3,000;5,000;0,000;0,000;0,000;0,000;0,000;145;2;
18.04.1994;;0,000;0,000;73,000;225,00;0;2;---;2,00;7,000;3,000;-1,0;9,0;-3,0;2,000;2,000;2,000;3,000;9,000;1,000;0;360,000;---;180,000;315,000;119,00;25,000;3,000;4,000;3,000;4,000;---;---;---;---;---;144;25;
19.04.1994;;0,000;0,000;1,000;270,00;0;2;---;2,00;2,000;3,000;-4,0;0,0;-6,0;1,000;2,000;1,000;1,000;9,000;1,000;0;180,000;180,000;360,000;360,000;147,00;7,000;3,000;5,000;3,000;5,000;3,000;5,000;8,000;9,000;5,000;154;0;
20.04.1994;;0,000;0,000;0,000;135,00;0;2;---;2,00;0,000;4,000;-5,0;4,0;-3,0;2,000;2,000;1,000;2,000;5,000;1,000;0;180,000;270,000;180,000;225,000;139,00;0,000;3,000;5,000;3,000;5,000;2,000;6,000;8,000;9,000;5,000;139;0;
21.04.1994;;0,000;0,000;3,000;315,00;0;2;---;2,00;0,000;4,000;-3,0;10,0;-1,0;1,000;2,000;1,000;1,000;5,000;1,000;0;180,000;180,000;---;---;138,00;0,000;3,000;5,000;3,000;5,000;2,000;3,000;8,000;9,000;4,000;138;0;
22.04.1994;;0,000;0,000;45,000;270,00;0;2;---;2,00;1,000;4,000;11,0;9,0;-1,0;2,000;2,000;1,000;1,000;1,000;1,000;0;180,000;270,000;180,000;180,000;123,00;0,000;3,000;5,000;3,000;5,000;2,000;3,000;8,000;9,000;4,000;123;0;
23.04.1994;;0,000;0,000;0,000;270,00;0;1;---;1,00;0,000;4,000;---;10,0;-1,0;2,000;2,000;2,000;2,000;---;---;---;180,000;225,000;225,000;360,000;---;---;3,000;5,000;3,000;5,000;---;---;---;---;---;120;0;
24.04.1994;;0,000;0,000;0,000;225,00;0;2;---;2,00;4,000;4,000;11,0;9,0;-1,0;5,000;5,000;4,000;4,000;---;---;---;135,000;90,000;90,000;---;---;---;3,000;5,000;3,000;5,000;---;---;---;---;---;123;0;
25.04.1994;;0,000;0,000;0,000;225,00;0;2;---;2,00;0,000;4,000;0,0;9,0;0,0;1,000;2,000;2,000;2,000;2,000;1,000;0;225,000;225,000;225,000;180,000;117,00;0,000;3,000;5,000;2,000;5,000;2,000;5,000;8,000;9,000;4,000;117;0;
26.04.1994;;0,000;0,000;73,000;225,00;0;1;---;1,00;0,000;4,000;0,0;9,0;-1,0;1,000;2,000;1,000;1,000;5,000;1,000;0;315,000;315,000;---;180,000;92,00;15,000;2,000;5,000;2,000;5,000;---;---;---;---;---;107;5;
27.04.1994;;0,000;2,000;2,000;180,00;0;1;---;1,00;7,000;2,000;0,0;2,0;-1,0;1,000;1,000;1,000;1,000;2,000;5,000;0;315,000;180,000;360,000;360,000;102,00;10,000;5,000;2,000;5,000;0,000;3,000;8,000;9,000;2,000;2,000;112;0;
28.04.1994;;0,000;0,000;2,000;270,00;0;0;---;0,00;1,000;4,000;0,0;9,0;0,0;1,000;1,000;1,000;3,000;7,000;3,000;0;315,000;360,000;---;180,000;98,00;12,000;3,000;5,000;2,000;5,000;2,000;5,000;8,000;9,000;4,000;110;0;
29.04.1994;;0,000;0,000;1,000;180,00;0;2;---;2,00;1,000;4,000;0,0;7,0;1,0;1,000;3,000;2,000;2,000;5,000;3,000;0;270,000;315,000;270,000;225,000;110,00;0,000;3,000;5,000;2,000;5,000;0,000;0,000;0,000;0,000;0,000;110;0;
30.04.1994;;0,000;0,000;0,000;180,00;0;2;---;2,00;0,000;4,000;0,0;8,0;2,0;0,000;1,000;2,000;2,000;5,000;3,000;0;---;225,000;225,000;315,000;104,00;0,000;2,000;5,000;2,000;5,000;0,000;0,000;0,000;0,000;0,000;104;0;
01.05.1994;;0,000;0,000;65,000;180,00;0;2;---;2,00;0,000;4,000;0,0;9,0;5,0;4,000;3,000;2,000;1,000;---;---;---;270,000;180,000;180,000;180,000;---;---;2,000;5,000;2,000;5,000;0,000;0,000;0,000;0,000;0,000;96;0;
02.05.1994;;0,000;0,000;1,000;180,00;0;2;---;2,00;6,000;3,000;0,0;8,0;-1,0;1,000;3,000;2,000;3,000;2,000;3,000;0;135,000;315,000;---;270,000;96,00;0,000;2,000;5,000;2,000;5,000;2,000;4,000;4,000;9,000;6,000;96;0;
03.05.1994;;0,000;0,000;0,000;---;0;1;---;1,00;1,000;4,000;-1,0;7,0;-2,0;1,000;1,000;2,000;2,000;2,000;3,000;0;180,000;225,000;---;---;90,00;0,000;2,000;5,000;2,000;5,000;0,000;0,000;0,000;0,000;0,000;90;0;
04.05.1994;;0,000;0,000;3,000;---;0;1;---;1,00;0,000;4,000;0,0;9,0;5,0;3,000;3,000;2,000;1,000;2,000;3,000;0;225,000;270,000;180,000;135,000;86,00;0,000;2,000;5,000;1,000;5,000;0,000;0,000;0,000;0,000;0,000;86;0;
05.05.1994;;0,000;0,000;73,000;225,00;0;2;---;2,00;1,000;4,000;0,0;10,0;-1,0;2,000;2,000;2,000;3,000;8,000;1,000;0;180,000;315,000;225,000;225,000;57,00;20,000;2,000;1,000;2,000;1,000;---;---;---;---;---;77;10;
06.05.1994;;---;---;---;180,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
07.05.1994;;---;---;---;225,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
08.05.1994;;---;---;---;180,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
09.05.1994;;---;---;---;180,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
10.05.1994;;---;---;---;180,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
11.05.1994;;---;---;---;180,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
12.05.1994;;---;---;---;180,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
13.05.1994;;---;---;---;225,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
14.05.1994;;---;---;---;225,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
15.05.1994;;---;---;---;270,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
16.05.1994;;---;---;---;270,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
17.05.1994;;---;---;---;270,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
18.05.1994;;---;---;---;180,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
19.05.1994;;---;---;---;180,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
20.05.1994;;---;---;---;180,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
21.05.1994;;---;---;---;180,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
22.05.1994;;---;---;---;225,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
23.05.1994;;---;---;---;225,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
24.05.1994;;---;---;---;225,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
25.05.1994;;---;---;---;225,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
26.05.1994;;---;---;---;180,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
27.05.1994;;---;---;---;135,00;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
28.05.1994;;---;---;---;135,00;---;4;---;4,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
29.05.1994;;---;---;---;180,00;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
30.05.1994;;---;---;---;135,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
31.05.1994;;---;---;---;180,00;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
01.06.1994;;---;---;---;315,00;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
02.06.1994;;---;---;---;315,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
03.06.1994;;---;---;---;135,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
04.06.1994;;---;---;---;270,00;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
05.06.1994;;---;---;---;135,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
06.06.1994;;---;---;---;270,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
07.06.1994;;---;---;---;360,00;---;---;1;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
08.06.1994;;---;---;---;45,00;---;---;4;4,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
09.06.1994;;---;---;---;45,00;---;---;5;5,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
10.06.1994;;---;---;---;45,00;---;---;1;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
11.06.1994;;---;---;---;270,00;---;---;2;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
12.06.1994;;---;---;---;225,00;---;---;2;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
13.06.1994;;---;---;---;225,00;---;---;3;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
14.06.1994;;---;---;---;180,00;---;---;2;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
15.06.1994;;---;---;---;45,00;---;---;4;4,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
16.06.1994;;---;---;---;45,00;---;---;5;5,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
17.06.1994;;---;---;---;45,00;---;---;5;5,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
18.06.1994;;---;---;---;45,00;---;---;4;4,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
19.06.1994;;---;---;---;45,00;---;---;3;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
20.06.1994;;---;---;---;45,00;---;---;4;4,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
21.06.1994;;---;---;---;270,00;---;---;2;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
22.06.1994;;---;---;---;135,00;---;---;4;4,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
23.06.1994;;---;---;---;270,00;---;---;2;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
24.06.1994;;---;---;---;135,00;---;---;3;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
25.06.1994;;---;---;---;360,00;---;---;4;4,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
26.06.1994;;---;---;---;315,00;---;---;3;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
27.06.1994;;---;---;---;360,00;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
28.06.1994;;---;---;---;360,00;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
29.06.1994;;---;---;---;270,00;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
30.06.1994;;---;---;---;225,00;---;3;---;3,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
01.07.1994;;---;---;---;180,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
02.07.1994;;---;---;---;180,00;---;4;---;4,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
03.07.1994;;---;---;---;180,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
04.07.1994;;---;---;---;225,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
05.07.1994;;---;---;---;180,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
06.07.1994;;---;---;---;225,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
07.07.1994;;---;---;---;225,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
08.07.1994;;---;---;---;270,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
09.07.1994;;---;---;---;270,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
10.07.1994;;---;---;---;315,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
11.07.1994;;---;---;---;180,00;---;1;---;1,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
12.07.1994;;---;---;---;225,00;---;2;---;2,00;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;---;
